,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id,label
277075,277075,a35517,b423,Salvatore's Tomato Pies,Sun Prairie,53590,12,43.1830287,-89.2128275,4.5,121 E Main St,0,Gm---0O1y_4TAQAl5qKvqQ,Salvatore's Tomato Pies,Madison,53590,256,43.18294,-89.220311,4.3,503 W. Main St.$*$ Sun Prairie$*$ WI 53590,17503724,0,1
277654,277654,a57313,b520,Four Kings Central,Phoenix,85013,3,33.509651,-112.075703,4,24 W Camelback,0,FSB0FfIO7ka33JZnevdHMw,Lux Central,Phoenix,85013,324,33.5001935,-112.0738985,4.3,4400 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85013,17027700,0,0
277753,277753,a67128,b520,Park Central Mall,Phoenix,85013,11,33.4840158,-112.0764497,3,3121 N 3rd Ave,0,thHp32q_QMbxrwOhy88pAQ,Lux Central,Phoenix,85013,324,33.5001935,-112.0738985,4.3,4400 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85013,17027700,0,0
278602,278602,a2776,b2315,Lola's A Louisana Kitchen,Las Vegas,89102,811,36.158293,-115.1579886,4,241 W Charleston Blvd$*$ Ste 101,0,uWECX6-Uq9n8v5ipk9R29A,Lola's: A Louisiana Kitchen,Las Vegas,89102,856,36.158669,-115.156877,4.5,241 W Charleston Blvd Ste 101$*$ Las Vegas$*$ NV 89102,16981633,0,1
281740,281740,a110805,b2315,The Phoenix Kitchen,Las Vegas,89102,5,36.1440692,-115.1976272,5,4213 W Sahara Ave,0,C45YKxSDpBekWLPDl_-xBA,Lola's: A Louisiana Kitchen,Las Vegas,89102,856,36.158669,-115.156877,4.5,241 W Charleston Blvd Ste 101$*$ Las Vegas$*$ NV 89102,16981633,0,0
283716,283716,a57051,b582,Los Dos Molinos,Phoenix,85042,333,33.367178,-112.073681,3.5,8646 S Central Ave,0,46hnat0aLao-qYWZkN9aBg,Los Dos Molinos,Phoenix,85042,353,33.367364,-112.073363,4,8646 South Central Avenue$*$ Phoenix$*$ AZ 85042,17027644,0,1
283908,283908,a8526,b388,Maggiano's Little Italy,Charlotte,28211,235,35.15215702,-80.83026911,3.5,4400 Sharon Rd,0,AuIiqDeL65kczmiFSkAWrA,Maggiano's,Charlotte,28211,643,35.151246,-80.828827,4.1,4400 Sharon Road$*$ Charlotte$*$ NC 28211,17149629,0,1
284169,284169,a29090,b395,Bricktop's Restaurant,Charlotte,28211,208,35.1561919,-80.8314309,4,6401 Morrison Blvd$*$ Ste 1B,0,apMG3W6-qpHIuo4ApZy3IA,BrickTop's,Charlotte,28211,447,35.156338,-80.831878,4.1,Specialty Shops$*$ 6401 Morrison Boulevard Suite 1B$*$ Charlotte$*$ NC 28211,17146808,0,1
284171,284171,a29091,b302,The Cowfish Sushi Burger Bar,Charlotte,28211,1123,35.15272484,-80.82795331,4,4310 Sharon Rd$*$ Ste X05,0,RAh9WCQAuocM7hYM5_6tnw,The Cowfish Sushi Burger Bar,Charlotte,28211,1712,35.152551,-80.827317,4.9,4310 Sharon Road$*$ Suite X05$*$ Charlotte$*$ NC 28211,17150127,0,1
284973,284973,a98542,b388,Marshalls,Charlotte,28211,21,35.1769222,-80.8014372,4,118 S Sharon Amity Rd,0,ONC6M3lNXfMbEjuSLc1slA,Maggiano's,Charlotte,28211,643,35.151246,-80.828827,4.1,4400 Sharon Road$*$ Charlotte$*$ NC 28211,17149629,0,0
286745,286745,a115481,b1625,Thara Thai,Champaign,61821,160,40.1335532,-88.2602612,4,912 1/2 W Bloomington Rd,0,hvPPw19VdGRsOEkxgyD7tg,Thara Thai,Champaign,61821,164,40.1322,-88.2576,4,912 1/2 W Bloomington Rd$*$ Champaign$*$ IL 61821,17317480,0,1
287198,287198,a128040,b1651,Sun Singer Wine and Spirits,Champaign,61821,78,40.0831838,-88.264391,4,1115 W Windsor Rd,0,O3zVw-VAcJi8ta4B6v5iAA,Sun Singer Wine Bar Cafe,Champaign,61821,97,40.083516,-88.264395,3.8,1115 W Windsor Rd.$*$ Champaign$*$ IL 61821,17317818,0,1
287463,287463,a133955,b1923,The Stockbridge Restaurant,Edinburgh,EH3 5AL,14,55.9578322,-3.2065066,4,54 St Stephen Street,0,rSd9f8qvdg8KIf4ATqw-PA,The Stockbridge Restaurant,Edinburgh,EH3 5AL,54,55.957833,-3.206506,4.2,54 St Stephen Street$*$ Stockbridge$*$ Edinburgh EH3 5AL,7600987,0,1
287603,287603,a2076,b3597,Nova Bar & Grill,Cleveland,44113,19,41.5000531,-81.6985733,4,1313 W 6th St,0,XHUGoHv5mP1zsgloxI-Oig,Blue Point Grille,Cleveland,44113,525,41.499387,-81.699233,4.1,700 W Saint Clair Ave$*$ Cleveland$*$ OH 44113,16959319,0,0
287775,287775,a4156,b3509,Tremont Athletic Club,Cleveland,44113,13,41.48040314,-81.69598187,5,2306 W 17th St,0,RHdhm5BGh06hjDFOGRm8Yg,Tremont Tap House,Cleveland,44113,1017,41.47693,-81.695262,4.6,2572 Scranton Rd$*$ Cleveland$*$ OH 44113,16963455,0,0
289411,289411,a53164,b3503,Sokolowski's University Inn,Cleveland,44113,323,41.484752,-81.690048,4.5,1201 University Rd,0,Xny0n0s98TpP82sQxfgIMQ,Sokolowski's University Inn,Cleveland,44113,756,41.484872,-81.689752,4.8,1201 University Rd$*$ Cleveland$*$ OH 44113,16962806,0,1
289526,289526,a54971,b3520,Charkha Exotic Indian Cuisine,Cleveland,44113,43,41.499746,-81.700714,4,1265 W 9th St,0,gw0ZS5b5RP3Lzr1BoCbALg,Banana Blossom Thai Cuisine,Cleveland,44113,323,41.48884,-81.708997,4.5,2800 Clinton Ave$*$ Cleveland$*$ OH 44113,16964822,0,0
289573,289573,a55456,b3566,Metropolitan Cafe,Cleveland,44113,4,41.4992836,-81.6985549,3.5,1352 W 6th St.,0,V_CzgZ8maFoKv9t-LgcjDg,Le Petit Triangle Cafe,Cleveland,44113,391,41.483207,-81.710211,4.2,1881 Fulton Rd$*$ Cleveland$*$ OH 44113,16963453,0,0
290721,290721,a74457,b3566,Literary Cafe,Cleveland,44113,7,41.4802781,-81.6884876,3.5,1031 Literary Rd,0,RskjK-ZpTzYH_To-y7gRWA,Le Petit Triangle Cafe,Cleveland,44113,391,41.483207,-81.710211,4.2,1881 Fulton Rd$*$ Cleveland$*$ OH 44113,16963453,0,0
291181,291181,a82858,b3546,Fantasy Nails,Cleveland,44113,15,41.4836515,-81.7033137,3.5,2030 W 25th St,0,R1woaXSdGyybFMYCZ0uMYQ,Fat Cats,Cleveland,44113,498,41.4838,-81.687516,4.3,2061 W 10th St$*$ Cleveland$*$ OH 44113,16960439,0,0
291293,291293,a84669,b3546,Fat Cats,Cleveland,44113,144,41.4837798,-81.6875167,4,2061 W 10th St,0,ZRLmQ3oAuspAkk5R6BOfyg,Fat Cats,Cleveland,44113,498,41.4838,-81.687516,4.3,2061 W 10th St$*$ Cleveland$*$ OH 44113,16960439,0,1
292900,292900,a110787,b3520,Banana Blossom Thai Cuisine,Cleveland,44113,118,41.488907,-81.70905,4,2800 Clinton Ave,0,SGZAsdQAp0SjtMDjXWBPYw,Banana Blossom Thai Cuisine,Cleveland,44113,323,41.48884,-81.708997,4.5,2800 Clinton Ave$*$ Cleveland$*$ OH 44113,16964822,0,1
293108,293108,a115232,b3504,Momocho,Cleveland,44113,565,41.484107,-81.709739,4,1835 Fulton Rd,0,F2pfjAZ_3dMTGCKv6c5wOw,Momocho Mod Mex,Cleveland,44113,1246,41.48377,-81.709948,4.8,1835 Fulton Road$*$ Cleveland$*$ OH 44113,16961792,0,1
293460,293460,a122147,b3520,Kim Se Cambodian Cuisine,Cleveland,44113,12,41.4846863,-81.7030619,4,1979 W 25th St$*$ Ste A10,0,ESCeeLwhOSZ1ketQn1nq8A,Banana Blossom Thai Cuisine,Cleveland,44113,323,41.48884,-81.708997,4.5,2800 Clinton Ave$*$ Cleveland$*$ OH 44113,16964822,0,0
293729,293729,a128106,b3546,Dohar Meats,Cleveland,44113,12,41.484688,-81.703063,5,1979 W 25th St$*$ Stand F1-F2,0,KBeObet1-XcpLLh1RACV_g,Fat Cats,Cleveland,44113,498,41.4838,-81.687516,4.3,2061 W 10th St$*$ Cleveland$*$ OH 44113,16960439,0,0
294791,294791,a7763,b320,Midwood Flower Shop,Charlotte,28205,12,35.2196139,-80.8008909,4,2415 Central Ave,0,Iqa63jYzUBPXNjZcc4IaNA,Midwood Smokehouse,Charlotte,28205,582,35.220746,-80.815072,4.4,1401 Central Avenue$*$ Charlotte$*$ NC 28205,17150362,0,1
295522,295522,a20558,b335,Cafe Central,Charlotte,28205,8,35.2205664,-80.8148317,2.5,1410 Central Ave,0,rnMd9lccXgC_ESLUX2mlfg,Crepe Cellar,Charlotte,28205,647,35.246471,-80.806348,4.3,3116 N Davidson Street$*$ Charlotte$*$ NC 28205,17149674,0,0
296387,296387,a53259,b303,Soul Central,Charlotte,28205,43,35.21860793,-80.79503786,4.5,2903 Central Ave,0,1j-DEipQoZHlj2UYSaoGWQ,Soul Gastrolounge,Charlotte,28205,787,35.22029,-80.813307,4.8,1500-B Central Avenue$*$ Charlotte$*$ NC 28205,17149680,0,0
296481,296481,a54657,b320,Midwood Pies,Charlotte,28205,4,35.2238589,-80.8017877,5,Plaza Midwood,0,ZNF0WjOC7sNhQSYLtO89xQ,Midwood Smokehouse,Charlotte,28205,582,35.220746,-80.815072,4.4,1401 Central Avenue$*$ Charlotte$*$ NC 28205,17150362,0,0
296532,296532,a55616,b313,Dish,Charlotte,28205,381,35.2197368,-80.8121235,4,1220 Thomas Ave,0,LQI8R7yYXmWzWKd7wLCf2Q,Dish,Charlotte,28205,940,35.219167,-80.812038,4.5,1220 Thomas Avenue$*$ Charlotte$*$ NC 28205,17147122,0,1
297898,297898,a77239,b320,Midwood Auto Craft,Charlotte,28205,17,35.219118,-80.8091139,5,1312 Nandina St,0,WSvj3dy6u0LEoROMTy1ZQQ,Midwood Smokehouse,Charlotte,28205,582,35.220746,-80.815072,4.4,1401 Central Avenue$*$ Charlotte$*$ NC 28205,17150362,0,1
299082,299082,a99257,b322,Smokey Joe's Cafe,Charlotte,28205,19,35.2042232,-80.8013468,4.5,510 Briar Creek Rd,0,HfagQNcFAdexV3ZdifSWQw,Lupie's Cafe,Charlotte,28205,614,35.204228,-80.808404,4.4,2718 Monroe Road$*$ Charlotte$*$ NC 28205,17147655,0,0
301326,301326,a35119,b556,Carolina's Mexican Food,Phoenix,85022,371,33.59683215,-112.0361985,4,2126 E Cactus Rd,0,Ktia9NJfvxVxTLVcEnw9zQ,Carolina's Mexican Food,Phoenix,85022,231,33.545363,-112.047665,4.1,2126 East Cactus$*$ Phoenix$*$ AZ 85022,17025689,0,1
301752,301752,a29170,b3599,Brothers Lounge,Cleveland,44102,53,41.4831317,-81.7678484,4,11609 Detroit Ave,0,_wpUUDnJwrn7eSYAjnv7WA,Luxe Kitchen and Lounge,Cleveland,44102,583,41.483767,-81.730821,4.1,6605 Detroit Ave$*$ Cleveland$*$ OH 44102,16963476,0,0
301778,301778,a34702,b3595,Papa Nick's Pizza & Pasta,Cleveland,44102,37,41.4874291,-81.7670975,3.5,11534 Clifton Blvd,0,I5YF1kl3LCVM6nDeP8rUzQ,Papa Nick's Pizza & Pasta,Cleveland,44102,194,41.487214,-81.766629,4.2,11534 Clifton Boulevard$*$ Cleveland$*$ OH 44102,16962166,0,1
302244,302244,a23067,b1530,Burgatory,Pittsburgh,15238,415,40.487971,-79.889315,4,Waterworks Mall$*$ 932 Freeport Rd,0,KTPRYqiFdLowAUEAnN7e3g,Burgatory Bar,Pittsburgh,15238,2144,40.4891418,-79.8930872,4.4,932 Freeport Rd$*$ Pittsburgh$*$ PA 15238,17042161,0,1
302375,302375,a11092,b3535,Dunkin' Donuts,Medina,44256,5,41.1366981,-81.7858759,1,2739 Medina Rd,0,vFx__bMen1IMy0i7vNN-kg,Dan's Dogs,Cleveland,44256,308,41.139258,-81.86435,4.4,111 W Liberty St$*$ Medina$*$ OH 44256,16960041,0,0
302743,302743,a130160,b3535,Dunkin' Donuts,Medina,44256,8,41.1599671,-81.8631112,3,1209 N Court St,0,5OBtrqjrG6mZ8AROhdV9Rg,Dan's Dogs,Cleveland,44256,308,41.139258,-81.86435,4.4,111 W Liberty St$*$ Medina$*$ OH 44256,16960041,0,0
303544,303544,a60028,b364,Hawthorne's NY Pizza & Bar,Charlotte,28204,136,35.21582,-80.821622,4,1701 E 7th St,0,WPV0ucYjnb2HOrNxSopv6A,Hawthorne's,Charlotte,28204,415,35.215767,-80.821975,4.2,1701 E 7th Street$*$ Charlotte$*$ NC 28204,17147394,0,1
303924,303924,a91763,b368,Viva Chicken,Charlotte,28204,604,35.213449,-80.825939,4.5,1617 Elizabeth Ave,0,sdYkVaTy7EJwUkO8Ie_qPg,Viva Chicken,Charlotte,28204,256,35.213449,-80.825939,4.2,1617 Elizabeth Avenue$*$ Charlotte$*$ NC 28204,17151470,0,1
304627,304627,a139741,b337,Intermezzo Pizzeria and Cafe,Charlotte,28204,218,35.2221517,-80.8216842,4,1427 E 10th St,0,10tJuB_YkVQWuk4PtoI7iA,Intermezzo Pizzeria and Cafe,Charlotte,28204,427,35.222237,-80.822359,4.3,1427 E 10th Street$*$ Charlotte$*$ NC 28204,17147448,0,1
304782,304782,a113195,b1544,Silk Road,Pittsburgh,15236,85,40.35910707,-80.00208978,4,5301 Grove Rd$*$ Ste 1,0,1MrJJ9tyNyfFrxaNZ67xFg,Silk Road,Pittsburgh,15236,590,40.357482,-80.002086,4.4,5301 Grove Rd$*$ Pittsburgh$*$ PA 15236,17041302,0,1
305034,305034,a96675,b3528,The Rail,Fairlawn,44333,186,41.13416415,-81.61744812,4,3265 W Market St,0,I1qRb4qqQRly7NhIOCkk_Q,The Rail,Cleveland,44333,413,41.132669,-81.618956,4.4,3265 W Market Street$*$ Akron$*$ OH 44333,16965026,0,1
305222,305222,a41880,b1514,Tolerico's Restaurant,Monroeville,15146,23,40.4279561,-79.7884798,3,2525 Monroeville Blvd,0,oP0eUhf44jU71-I8DwKU5A,Taipei-Tokyo Restaurant,Pittsburgh,15146,829,40.4347,-79.7865,4.6,304 Mall Boulevard$*$ Monroeville$*$ PA 15146,17040170,0,0
305249,305249,a53949,b1514,Esta Esta Restaurant,Monroeville,15146,22,40.4382063,-79.7715863,3,4000 William Penn Hwy,0,Zo3fwmOUaDpKvUhLNp9erA,Taipei-Tokyo Restaurant,Pittsburgh,15146,829,40.4347,-79.7865,4.6,304 Mall Boulevard$*$ Monroeville$*$ PA 15146,17040170,0,0
305392,305392,a137767,b1514,Olive Garden Italian Restaurant,Monroeville,15146,24,40.43409,-79.7869439,3.5,260 Mall Boulevard,0,30uxz3C85N_QnpDoyz0ytw,Taipei-Tokyo Restaurant,Pittsburgh,15146,829,40.4347,-79.7865,4.6,304 Mall Boulevard$*$ Monroeville$*$ PA 15146,17040170,0,0
306874,306874,a72009,b1683,Beckman Cafe,Urbana,61801,5,40.115813,-88.227516,3,Beckman Institute$*$ 405 N Mathews Ave,0,TPGX7BhNG2CX3DV54Pt34g,Rick's Bakery Cafe,Champaign,61801,54,40.0930435,-88.1906484,3.7,2018 S Philo Rd$*$ Urbana$*$ IL 61801,17317950,0,0
307232,307232,a84538,b1607,Das Cafe,Urbana,61801,23,40.1124516,-88.2082596,4,119 W Main St,0,Wq84zy8_rw1IkAqPcPqJ9g,Courier Cafe,Champaign,61801,356,40.1126,-88.2091,4.3,111 N Race St$*$ Urbana$*$ IL 61801,17317702,0,0
307592,307592,a91602,b1673,J.Y. Chang's,Urbana,61801,3,40.1006132,-88.2191444,5,901 W. Pennsylvania Ave.,0,zLTacjiwYO-_ivAWkpjcIQ,J. Gumbo's,Champaign,61801,59,40.1069877,-88.2215122,3.7,700 S Gregory St Ste D$*$ Urbana$*$ IL 61801,17317946,0,0
308763,308763,a140969,b1684,City Girl Yogurt,Urbana,61801,16,40.1167919,-88.205811,3.5,202 E University Ave,0,rVF2CysgSp8BxdYYF0lEGA,City Girl Yogurt,Champaign,61801,51,40.116458,-88.206198,3.7,202 E. University Ave$*$ Urbana$*$ IL 61801,17317931,0,1
309257,309257,a61878,b2378,In-N-Out Burger,Las Vegas,89147,279,36.10064631,-115.3020415,4.5,9610 W Tropicana Ave,0,qG_WEgPa8MBo1dPUOkTMlw,In-N-Out Burger,Las Vegas,89147,277,36.100185,-115.302084,4.2,9610 W Tropicana Ave$*$ Las Vegas$*$ NV 89147,16981253,0,1
310236,310236,a129552,b2372,Egg Works,Las Vegas,89147,593,36.11451716,-115.2955864,4.5,9355 W Flamingo Rd,0,4qG3Gh8QyugC1XvoTlmgcQ,Egg Works,Las Vegas,89147,294,36.114763,-115.295609,4.2,9355 W Flamingo Road$*$ Las Vegas$*$ NV 89147,16978252,0,1
313893,313893,a90401,b587,Phoenix Blue Fin,Phoenix,85004,194,33.4640983,-112.073569,4,1401 N Central Ave,0,oMBNvB6tHlwW3UwGBYqljw,Phoenix Public Market Cafe,Phoenix,85004,113,33.4555828,-112.0736239,4,14 East Pierce Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17033807,0,0
314599,314599,a101313,b575,McDonald's,Phoenix,85004,7,33.4297449,-112.065708,2.5,1850 S 7th St,0,1Ds8V2c7LlwSAA3O-9f4cA,Durant's,Phoenix,85004,591,33.476819,-112.073634,4,2611 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85004,17026289,0,0
314757,314757,a103025,b519,Midfirst Bank,Phoenix,85004,3,33.448935,-112.074859,4.5,40 N Central Ave,0,FCAlpj3-7-ohKaxoXxZbwA,Pizzeria Bianco,Phoenix,85004,1236,33.449241,-112.065639,4.3,623 East Adams Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17028613,0,0
315124,315124,a105136,b590,Nostra Style House,Phoenix,85004,3,33.458996,-112.066025,4.5,610 E Roosevelt St$*$ Ste 141,0,_tBfV9GR4oW6kb2yf8MIxA,Nobuo at Teeter House,Phoenix,85004,179,33.449564,-112.065674,4,622 East Adams Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17031944,0,0
315543,315543,a108453,b587,Phoenix Public Market Cafe,Phoenix,85004,700,33.45584284,-112.0735255,4,14 E Pierce St,0,N5B7OBTyNGgwU_Y2fwNcyw,Phoenix Public Market Cafe,Phoenix,85004,113,33.4555828,-112.0736239,4,14 East Pierce Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17033807,0,1
315916,315916,a130263,b505,Matt's Big Breakfast,Phoenix,85004,1264,33.45744815,-112.0722953,4,825 N 1st St,0,L2p0vO3fsS2LC6hhQo3CzA,Matt's Big Breakfast,Phoenix,85004,1381,33.4576585,-112.0723168,4.6,116 East Garfield Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17027827,0,1
316024,316024,a133754,b590,Songbird Coffee & Tea House,Phoenix,85004,137,33.458999,-112.070481,4.5,214 E Roosevelt St,0,qaPSbg690KaX5av6xsSV4Q,Nobuo at Teeter House,Phoenix,85004,179,33.449564,-112.065674,4,622 East Adams Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17031944,0,0
316323,316323,a135525,b587,Phoenix Center For The Arts,Phoenix,85004,13,33.46169391,-112.0698979,4,1202 N 3rd St,0,s7dpxQY4pW1YmrOh5Che-g,Phoenix Public Market Cafe,Phoenix,85004,113,33.4555828,-112.0736239,4,14 East Pierce Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17033807,0,0
316463,316463,a135869,b587,Phoenix Theatre,Phoenix,85004,57,33.4663026,-112.0721778,4,100 E McDowell Rd,0,uYAR5Z9Y5WkY4X2YZ258TA,Phoenix Public Market Cafe,Phoenix,85004,113,33.4555828,-112.0736239,4,14 East Pierce Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17033807,0,0
318169,318169,a20361,b564,Phoenix Orthopedic Group,Phoenix,85016,3,33.5063402,-112.0338764,2.5,2222 E Highland Ave$*$ Ste 203,0,nPegaYnY83ns22GjeZbqwA,Phoenix City Grille,Phoenix,85016,224,33.52253,-112.047664,4.1,5816 North 16th Street$*$ Midtown$*$ Phoenix$*$ AZ 85016,17028525,0,0
319080,319080,a51862,b588,The Capital Grille,Phoenix,85016,296,33.51023428,-112.027201,4,2502 E Camelback Rd,0,ymtJtXwsJUClLNDepV1piQ,TexAz Grill,Phoenix,85016,228,33.524011,-112.046982,4,6003 North 16th Street$*$ Phoenix$*$ AZ 85016,17029676,0,0
320203,320203,a71706,b564,Phoenix Bed Bug Expert,Phoenix,85016,23,33.4818932,-112.0306303,5,2942 N 24th St$*$ Ste 114-B,0,BIaiy9t4NyEop9lr6hMu4A,Phoenix City Grille,Phoenix,85016,224,33.52253,-112.047664,4.1,5816 North 16th Street$*$ Midtown$*$ Phoenix$*$ AZ 85016,17028525,0,0
321027,321027,a97432,b509,True Food Kitchen,Phoenix,85016,873,33.51031415,-112.0276869,4,2502 E Camelback Rd,0,XMMLRvV4IMxIGyc4H37LxA,True Food Kitchen,Phoenix,85016,1072,33.509703,-112.027346,4.5,2502 East Camelback Road$*$ Biltmore/Arcadia$*$ Phoenix$*$ AZ 85016,17030372,0,1
321510,321510,a102602,b588,TEXAZ Grill,Phoenix,85016,424,33.523984,-112.04698,4,6003 N 16th St,0,6Iu4YDjAPrDRRrPCt_E2zA,TexAz Grill,Phoenix,85016,228,33.524011,-112.046982,4,6003 North 16th Street$*$ Phoenix$*$ AZ 85016,17029676,0,1
322422,322422,a109524,b509,Sage Kitchen,Phoenix,85016,163,33.5065137,-112.0388443,4,4769 N 20th St,0,tGLz8WfLwSi221wgNh-0qw,True Food Kitchen,Phoenix,85016,1072,33.509703,-112.027346,4.5,2502 East Camelback Road$*$ Biltmore/Arcadia$*$ Phoenix$*$ AZ 85016,17030372,0,0
322934,322934,a114306,b501,The Madison Deli,Phoenix,85016,3,33.51570196,-112.0469015,5,5343 N 16th St,0,G09gS1axuc2eqbqqwTMaLw,The Parlor Pizzeria,Phoenix,85016,734,33.509371,-112.040769,4.9,1916 East Camelback Road$*$ AZ 85016,17030960,0,0
324372,324372,a123006,b588,Arriba Mexican Grill,Phoenix,85016,224,33.5095793,-112.042585,3.5,1812 E Camelback Rd,0,5KheTjYPu1HcQzQFtm4_vw,TexAz Grill,Phoenix,85016,228,33.524011,-112.046982,4,6003 North 16th Street$*$ Phoenix$*$ AZ 85016,17029676,0,0
326631,326631,a142548,b588,Wild Game Grill,Phoenix,85016,102,33.4800325,-112.0283324,4.5,2445 E Thomas Rd,0,p3JG2He3UptGY0eqc2YX8g,TexAz Grill,Phoenix,85016,228,33.524011,-112.046982,4,6003 North 16th Street$*$ Phoenix$*$ AZ 85016,17029676,0,0
326865,326865,a142926,b588,Hot Rod Grill,Phoenix,85016,4,33.5016589,-112.04725,4.5,4433 N 16th St,0,#NAME?,TexAz Grill,Phoenix,85016,228,33.524011,-112.046982,4,6003 North 16th Street$*$ Phoenix$*$ AZ 85016,17029676,0,0
326967,326967,a143170,b509,Grassroots Kitchen & Tap,Phoenix,85016,347,33.50757235,-112.0375021,4.5,2119 E Camelback Rd$*$ Ste A21,0,VSX3ixrqQFwwGBUf15s0EQ,True Food Kitchen,Phoenix,85016,1072,33.509703,-112.027346,4.5,2502 East Camelback Road$*$ Biltmore/Arcadia$*$ Phoenix$*$ AZ 85016,17030372,0,0
327034,327034,a143217,b564,Cafe Rio Mexican Grill,Phoenix,85016,193,33.508767,-112.0356452,3,2131 E Camelback Rd,0,5sqC0kX6lBvKR983T_EBcg,Phoenix City Grille,Phoenix,85016,224,33.52253,-112.047664,4.1,5816 North 16th Street$*$ Midtown$*$ Phoenix$*$ AZ 85016,17028525,0,0
327200,327200,a144012,b501,The Vault Cafe,Phoenix,85016,3,33.5251019,-112.028596,3.5,6001 N 24th St,0,nQlMWmJ-Zp3Zcpr4wZoVcw,The Parlor Pizzeria,Phoenix,85016,734,33.509371,-112.040769,4.9,1916 East Camelback Road$*$ AZ 85016,17030960,0,0
329256,329256,a117521,b2335,Hash House A Go Go,Las Vegas,89146,2835,36.144667,-115.239955,4,6800 W Sahara Ave,0,g8OnV26ywJlZpezdBnOWUQ,Hash House a Go Go,Las Vegas,89146,1116,36.144315,-115.240246,4.3,6800 W Sahara Ave$*$ Las Vegas$*$ NV 89146,16978652,0,1
329380,329380,a120927,b2380,Kabuto,Las Vegas,89146,427,36.126922,-115.210022,4.5,5040 Spring Mountain Rd$*$ Ste 4,0,wWuGa3OOQJro_XGe-GKBXA,Kabuto,Las Vegas,89146,135,36.1261823,-115.2103817,4.2,5040 W. Spring Mountain Rd.$*$ Ste. 4$*$ Las Vegas$*$ NV 89146,16982664,0,1
329928,329928,a140820,b2335,Pizza House & Bakery,Las Vegas,89146,11,36.1586043,-115.236715,5,6475 W Charleston Blvd$*$ Unit 160,0,tRdVEMAtQRdz-Cgw-ff4-A,Hash House a Go Go,Las Vegas,89146,1116,36.144315,-115.240246,4.3,6800 W Sahara Ave$*$ Las Vegas$*$ NV 89146,16978652,0,0
330328,330328,a117903,b1580,D's Six Pax & Dogz,Pittsburgh,15218,295,40.432022,-79.893834,4.5,1118 S Braddock Ave,0,CK-Gv3vqIlWOrKP4fhT8_g,D's Six Pax & Dogz,Pittsburgh,15218,1400,40.432558,-79.894054,4.2,1118 S Braddock Ave$*$ Pittsburgh$*$ PA 15218,17036286,0,1
330368,330368,a42400,b1840,Seven Lives Tacos Y Mariscos,Toronto,M5T 2K2,736,43.65422072,-79.40186799,4.5,69 Kensington Avenue,0,iGEvDk6hsizigmXhDKs2Vg,Seven Lives - Tacos Y Mariscos,Toronto,M5T 2K2,362,43.65443889,-79.40053611,4.5,69 Kensington Avenue$*$ Toronto$*$ ON M5T 2K2,8909095,0,1
330473,330473,a45465,b574,Papa John's Pizza,Phoenix,85021,16,33.553457,-112.098337,3.5,1810 W Northern Ave,0,5_PpFtjeLq1seO84SapJWw,Raffaele Pizza,Phoenix,85021,164,33.539049,-112.099434,4.1,7019 N 19th Ave$*$ Phoenix$*$ AZ 85021,17028719,0,0
331378,331378,a85491,b2347,Nittaya's Secret Kitchen,Las Vegas,89128,402,36.1980614,-115.2825096,4,2110 N Rampart$*$ Ste 110,0,yp2nRId4v-bDtrYl5A3F-g,Nittaya's Secret Kitchen,Las Vegas,89128,239,36.1980478,-115.2825394,4.3,2110 N Rampart Blvd Ste 110$*$ Las Vegas$*$ NV 89128,16982095,0,1
332879,332879,a11586,b471,Zizo Cafe,Madison,53704,3,43.088836,-89.374657,4,1101 Sherman Ave,0,sPtBFklthW_Eq-SAAp068w,Bunky's Cafe,Madison,53704,207,43.093674,-89.346609,4,2425 Atwood Ave$*$ Madison$*$ WI 53704,17502026,0,0
333069,333069,a13976,b463,Manna Cafe & Bakery,Madison,53704,149,43.107431,-89.3636588,4,611 N Sherman Ave,0,ILa-Xv5-h23A9OMrYK17oQ,Daisy Cafe and Cupcakery,Madison,53704,269,43.093736,-89.343105,4,2827 Atwood Dr.$*$ Madison$*$ WI 53704,17503408,0,0
333755,333755,a36244,b471,Mermaid Cafe,Madison,53704,53,43.0911066,-89.3556528,4.5,1929 Winnebago St,0,VO2WD2hE1jLyNFCja3XlGg,Bunky's Cafe,Madison,53704,207,43.093674,-89.346609,4,2425 Atwood Ave$*$ Madison$*$ WI 53704,17502026,0,0
