,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id,predicted
226304,226304,a136454,b327,Rock Store Bar-B-Q,Stallings,28104,81,35.0819793,-80.6925926,4.5,3116 Old Monroe Rd,0,U2a9GUewP6LyOilaQhue9g,Rockstore Bar-B-Q,Charlotte,28104,396,35.081825,-80.692335,4.4,3116 Old Monroe Road$*$ Stallings$*$ NC 28104,17148240,0,1
226595,226595,a45430,b516,Carolina's Mexican Food,Phoenix,85034,505,33.4315556,-112.0560841,4,1202 E Mohave St,0,89uU51kOiQXbJHVA3C6XMQ,Carolina's Mexican Food,Phoenix,85034,480,33.431537,-112.056197,4.4,1202 East Mohave Street$*$ Downtown$*$ Phoenix$*$ AZ 85034,17025688,0,1
226612,226612,a46685,b529,Knock Kneed Lobster,Phoenix,85034,135,33.4485057,-112.0126321,3.5,3202 E Washington St,0,3u4AsqA8glBmGuxtNx5mdQ,Knock Kneed Lobster,Phoenix,85034,222,33.448381,-112.012631,4.3,3202 East Washington Street$*$ East Phoenix$*$ Phoenix$*$ AZ 85034,17027343,0,1
227255,227255,a143426,b516,Carolina's Mexican Food,Phoenix,85034,4,33.4371541,-112.0576624,5,1122 E Buckeye Rd$*$ Ste A5,0,bWq5fLpzPAf_97E4_LuXJA,Carolina's Mexican Food,Phoenix,85034,480,33.431537,-112.056197,4.4,1202 East Mohave Street$*$ Downtown$*$ Phoenix$*$ AZ 85034,17025688,0,1
227325,227325,a1663,b321,Dandelion Market,Charlotte,28202,452,35.2286689,-80.84241,4,118 W 5th St,0,SHFlELFcEcAOJv_fTAKChQ,Dandelion Market,Charlotte,28202,658,35.22833,-80.84208,4.4,118 W 5th Street$*$ Charlotte$*$ NC 28202,17149867,0,1
228833,228833,a61648,b382,Mert's Heart & Soul,Charlotte,28202,687,35.2273178,-80.8401304,3.5,214 N College St,0,aO1gAp41n8w8zpxTiHdLNA,Mert's Heart and Soul,Charlotte,28202,987,35.227127,-80.84048,4.1,214 N College Street$*$ Charlotte$*$ NC 28202,17147744,0,1
229592,229592,a82245,b381,The Capital Grille,Charlotte,28202,281,35.22831377,-80.8419989,4.5,201 N Tryon St,0,vqG1Z2XpS_PryPsfY0CSng,Capital Grille,Charlotte,28202,536,35.228159,-80.841882,4.1,201 N Tryon Street$*$ Charlotte$*$ NC 28202,17146871,0,1
229730,229730,a83827,b387,Mimosa Grill,Charlotte,28202,343,35.224456,-80.84547,4,327 S Tryon St,0,Ch7NAhB_MWSDwcNbcptEKg,Mimosa Grill,Charlotte,28202,370,35.225329,-80.845572,4.1,Two Wells Fargo Center$*$327 S Tryon Street$*$ Charlotte$*$ NC 28202,17147766,0,1
229790,229790,a84188,b331,Chima Brazilian Steakhouse,Charlotte,28202,336,35.226268,-80.843786,4,139 S Tryon St,0,tInrGCzll4k9hF34Ye1rvQ,Chima Brazilian Steakhouse,Charlotte,28202,1048,35.226775,-80.843428,4.3,139 S Tryon Street$*$ Charlotte$*$ NC 28202,17149532,0,1
230140,230140,a93160,b316,Alexander Michael's,Charlotte,28202,264,35.23361,-80.840783,4.5,401 W 9th St,0,VeFqptSzekFAc3FZOpi81Q,Alexander Michael's,Charlotte,28202,580,35.233628,-80.840815,4.5,401 W 9th Street$*$ Charlotte$*$ NC 28202,17146657,0,1
232043,232043,a140832,b310,Little Village Grill,Charlotte,28202,133,35.232204,-80.848589,4.5,710 W Trade St$*$ Ste G,0,IIUK1lz_1upqYtHu8ZuClA,Little Village Grill,Charlotte,28202,373,35.232179,-80.848506,4.6,710 W Trade Street$*$ NC 28202,17147625,0,1
232750,232750,a5976,b3583,Blackbird Baking Company,Lakewood,44107,89,41.4823651,-81.8293549,4.5,1391 Sloane Ave,0,993MaVXjU2qhmQQYR_mdVg,Blackbird Baking Company,Cleveland,44107,271,41.482215,-81.829582,4.2,1391 Sloane Avenue$*$ Lakewood$*$ OH 44107,16964497,0,1
232825,232825,a6836,b3510,Deagan's Kitchen & Bar,Lakewood,44107,326,41.4851918,-81.8001448,4,14810 Detroit Ave,0,HQl28KMwrEKHqhFrrDqVNQ,Deagan's Kitchen & Bar,Cleveland,44107,1143,41.485254,-81.799743,4.6,14810 Detroit Ave$*$ Lakewood$*$ OH 44107,16964739,0,1
233780,233780,a61628,b3511,Buckeye Beer Engine,Lakewood,44107,294,41.4771044,-81.8043205,4,15315 Madison Ave,0,ZWcXoh_RO7rT2DdcyOzyfQ,Buckeye Beer Engine,Cleveland,44107,767,41.477268,-81.803849,4.6,15315 Madison Ave$*$ Lakewood$*$ OH 44107,16959457,0,1
234090,234090,a68340,b3569,India Garden,Lakewood,44107,158,41.4826339,-81.8254373,4,18405 Detroit Ave,0,ScdtR67jO-p_ZIpVbZPRfw,India Garden,Cleveland,44107,424,41.482892,-81.825698,4.2,18405 Detroit Ave$*$ Lakewood$*$ OH 44107,16961061,0,1
234174,234174,a71298,b3508,Melt Bar & Grilled,Lakewood,44107,739,41.4853447,-81.7990467,4,14718 Detroit Ave,0,JFaTPxWQC14VmFnXLv7W1g,Melt Bar & Grilled,Cleveland,44107,2369,41.485319,-81.798596,4.6,14718 Detroit Ave$*$ Lakewood$*$ OH 44107,16961705,0,1
234214,234214,a72175,b3541,Aladdin's Eatery,Lakewood,44107,78,41.48545785,-81.79689167,4,14536 Detroit Ave,0,2-9wu090DJutG_MPUgPWQw,Aladdin's Eatery,Cleveland,44107,573,41.485359,-81.796803,4.3,14536 Detroit Ave$*$ Lakewood$*$ OH 44107,16958902,0,1
234395,234395,a76453,b3544,Barroco,Lakewood,44107,370,41.4770749,-81.7783377,4.5,12906 Madison Ave,0,le3JWiS5uZTkofP90Rm0pA,Barroco Grill,Cleveland,44107,360,41.477074,-81.778378,4.3,12906 Madison Avenue$*$ Lakewood$*$ OH 44107,16964945,0,1
234576,234576,a84163,b3569,Namaste India Garden,Lakewood,44107,101,41.4855287,-81.7951881,4.5,14412 Detroit Ave,0,b4LxjVnFdOCqRKxfweaTqw,India Garden,Cleveland,44107,424,41.482892,-81.825698,4.2,18405 Detroit Ave$*$ Lakewood$*$ OH 44107,16961061,0,1
235428,235428,a119137,b3540,Pier W,Lakewood,44107,296,41.49345201,-81.77818984,4,12700 Lake Ave,0,26Uk74dNTGysPq2ceaj2OA,Pier W,Cleveland,44107,515,41.491134,-81.777756,4.3,12700 Lake Ave$*$ Lakewood$*$ OH 44107,16962276,0,1
236405,236405,a137507,b3505,Angelo's Pizza,Lakewood,44107,350,41.47699302,-81.78825871,4,13715 Madison Ave,0,0qsarzXaZau8REdE0rToxA,Angelo's Pizza,Cleveland,44107,1020,41.476972,-81.788284,4.7,13715 Madison Ave$*$ Lakewood$*$ OH 44107,16958977,0,1
236577,236577,a4655,b350,500 Degrees New York Style Pizzeria,Charlotte,28217,103,35.1533683,-80.8752317,4.5,6037 South Blvd,0,Yc5_nA9NqqxOp8WCugF-Ng,500 Degrees Pizzeria,Charlotte,28217,267,35.15383,-80.876123,4.3,6037 South Boulevard$*$ NC 28217,17149772,0,1
237088,237088,a66668,b309,Vietnam Grille,Charlotte,28217,294,35.15982556,-80.87580254,4,5615 South Blvd,0,s6lTNO57vXsfzyYrPfXOvA,Vietnam Grille,Charlotte,28217,749,35.159533,-80.876005,4.6,5615 South Boulevard$*$ Charlotte$*$ NC 28217,17149667,0,1
237346,237346,a50905,b1509,Fiori's Pizzaria,Pittsburgh,15226,201,40.405245,-80.018538,4.5,103 Capital Ave,0,Iam7tYWhssw_rscSBkeRIQ,Fiori's Pizzaria,Pittsburgh,15226,1388,40.405224,-80.018518,4.6,103 Capital Avenue$*$ Pittsburgh$*$ PA 15226,17036421,0,1
237813,237813,a1294,b1657,Esquire Lounge,Champaign,61820,98,40.116597,-88.242292,4,106 N Walnut St,0,D6SCh4BwNb52wZIqXdS4JQ,Esquire Lounge,Champaign,61820,87,40.1166,-88.2424,3.8,106 N Walnut St$*$ Champaign$*$ IL 61820,17317292,0,1
238061,238061,a1848,b1650,Za's Italian Cafe,Champaign,61820,29,40.1399247,-88.2458532,3,1905 N Neil St,0,2YnUIGGmhoJX4Cd61nQLkg,Za's Italian Cafe,Champaign,61820,138,40.140043,-88.245383,3.8,1905 N Neil St$*$ Champaign$*$ IL 61820,17317782,0,1
238094,238094,a1978,b1619,Vinny's East Coast Pizzeria,Champaign,61820,56,40.0977984,-88.2484631,3.5,401 W. Kirby Ave,0,t952QLgrh-5l1woJ4IFgUA,Vinny's East Coast Pizzeria,Champaign,61820,244,40.09796,-88.247774,4.1,401 W. Kirby Ave$*$ Champaign$*$ IL 61820,17317817,0,1
238767,238767,a5185,b1668,Flat Top Grill,Champaign,61820,84,40.1114257,-88.2304288,3,607 S 6th St,0,vAUDxhbsWZKI8NJlsYwCMA,Flat Top Grill,Champaign,61820,106,40.1114257,-88.2304292,3.7,607 S 6th St$*$ Champaign$*$ IL 61820,17317303,0,1
239331,239331,a8364,b1698,Sam's Cafe,Champaign,61820,84,40.1169853,-88.2427068,4,115 N Walnut St,0,Gvox18F9QxsSS9qG2O8E-A,Sam's Cafe,Champaign,61820,51,40.1168,-88.2427,3.6,115 N Walnut St$*$ Champaign$*$ IL 61820,17317442,0,1
239352,239352,a8365,b1631,Amano's Pizza,Champaign,61820,9,40.0995658,-88.2443819,4.5,1407 S Neil St,0,Pj8n8jDPRdXi7RdOABJkWA,Amano's Pizza,Champaign,61820,109,40.0995658,-88.2443819,4,1407 South Neil Street$*$ Champaign$*$ IL 61820,17318036,0,1
240066,240066,a10198,b1667,Cafe Kopi,Champaign,61820,141,40.116825,-88.242716,4,109 N Walnut St,0,e0prCZXtHGQIKeQ_wTW3uw,Cafe Kopi,Champaign,61820,78,40.1166,-88.2427,3.7,109 N Walnut St$*$ Champaign$*$ IL 61820,17317246,0,1
240715,240715,a10776,b1665,Merry-Ann's Diner,Champaign,61820,58,40.09845251,-88.24424621,3,1510 S Neil St,0,wsuzuLD3KV7L8oMinLCI0A,Merry Ann's Diner,Champaign,61820,136,40.1182,-88.2434,3.7,1 E Main St$*$ Champaign$*$ IL 61820,17317379,0,1
240982,240982,a11275,b1700,301 Mongolia,Champaign,61820,57,40.118742,-88.2443626,3.5,301 N Neil St,0,XuByFsXXhnKmZ6hxucOj7A,301 Mongolia,Champaign,61820,58,40.1190386,-88.2438816,3.6,301 N Neil St$*$ Champaign$*$ IL 61820,17317936,0,1
241037,241037,a12876,b1608,Farren's Pub & Eatery,Champaign,61820,212,40.1183497,-88.2451587,4,308 N Randolph St,0,kNtToQSP_Y5U8tznLXuCaw,Farren's Pub & Eatery,Champaign,61820,257,40.1185,-88.245,4.3,308 N Randolph St$*$ Champaign$*$ IL 61820,17317298,0,1
241129,241129,a12877,b1695,Monical's Pizza,Champaign,61820,24,40.097774,-88.24573,3.5,103 W Kirby Ave,0,bVt5eOVdpZzg83qlW9Rl2g,Monical's Pizza,Champaign,61820,89,40.098,-88.2448,3.6,103 W Kirby Ave$*$ Champaign$*$ IL 61820,17317384,0,1
241845,241845,a15723,b1622,Radio Maria,Champaign,61820,261,40.1171251,-88.2426687,3.5,119 N Walnut St,0,lWmDrnqgU6w3gFaJyn_1Uw,Radio Maria,Champaign,61820,348,40.1167,-88.2427,4,119 N Walnut St$*$ Champaign$*$ IL 61820,17317431,0,1
242012,242012,a16587,b1652,Fat Sandwich Company,Champaign,61820,76,40.1092381,-88.2315641,3.5,502 E John St,0,zp3rZNu-5qonTL3ByPYOUg,Fat Sandwich Company,Champaign,61820,110,40.109238,-88.23184,3.8,502 E John St$*$ Champaign$*$ IL 61820,17317810,0,1
243257,243257,a24958,b1639,Meatheads,Champaign,61820,122,40.101522,-88.24448,4,1305 S Neil St,0,th4pZ5LkoIIkb1Vmu_m2DA,Meatheads,Champaign,61820,99,40.101522,-88.24448,3.9,1305 South Neil Street$*$ Champaign$*$ IL 61820,17317942,0,1
243375,243375,a25410,b1689,Cream & Flutter,Champaign,61820,155,40.11682,-88.242122,3.5,114 N Walnut St,0,LW21U6m6axC2lCLYc0fFSA,Cream & Flutter,Champaign,61820,84,40.116627,-88.24237,3.6,114 North Walnut$*$ Champaign$*$ IL 61820,17317798,0,1
247033,247033,a28975,b1602,Qdoba Mexican Grill,Champaign,61820,15,40.110041,-88.2296889,2,617 E Green St,0,MpAhuv_BBhYHDElgx1pD4g,Maize Mexican Grill,Champaign,61820,253,40.110373,-88.238918,4.6,60 E Green St$*$ Champaign$*$ IL 61820,17317935,0,1
248949,248949,a31064,b1628,Murphy's Deli,Champaign,61820,3,40.1127011,-88.2407279,4.5,40 E Springfield Ave,0,8BUVhDF9yLzzthhFxeceYA,Murphy's Pub,Champaign,61820,137,40.1104,-88.2303,4,604 E Green St$*$ Champaign$*$ IL 61820,17317388,0,1
250789,250789,a34450,b1610,Dos Reales,Champaign,61820,166,40.1298862,-88.2584824,4,1407 N Prospect Ave,0,X57f6FWZiwI1wOidPPhOrQ,Dos Reales,Champaign,61820,383,40.1298,-88.2582,4.2,1407 N Prospect Ave$*$ Champaign$*$ IL 61820,17317281,0,1
252653,252653,a39853,b1632,Biaggi's Ristorante Italiano,Champaign,61820,157,40.0865554,-88.2470018,3.5,2235 S Neil St,0,qeJnMI5RmyJ2TZvkqvjn6Q,Biaggi's Ristorante Italiano,Champaign,61820,267,40.0874,-88.2465,3.9,2235 S Neil St$*$ Champaign$*$ IL 61820,17317227,0,1
254110,254110,a41359,b1648,Bombay Indian Grill,Champaign,61820,57,40.114132,-88.238369,3.5,302 S 1st St,0,RTmIbq33chUSa-etGiF8Lg,Bombay Indian Grill,Champaign,61820,140,40.1102,-88.2334,3.8,403 E Green St$*$ Champaign$*$ IL 61820,17317233,0,1
254490,254490,a41702,b1613,Chopstix,Champaign,61820,51,40.110524,-88.23669,3,202 E Green St$*$ Ste 1,0,vsoEZauF4lrADIqCYXySFQ,Chopstix,Champaign,61820,192,40.110387,-88.236854,4.2,202 E Green st$*$ Champaign$*$ IL 61820,17317885,0,1
254670,254670,a41726,b1675,Aroma Cafe,Champaign,61820,110,40.1170558,-88.2432469,4,118 N Neil St,0,0FrYsoVHheQGoXEQsH2d2Q,Aroma Cafe,Champaign,61820,57,40.117,-88.2433,3.6,118 N Neil St$*$ Champaign$*$ IL 61820,17317211,0,1
254850,254850,a41977,b1629,Sushi Kame,Champaign,61820,120,40.1185309,-88.2448027,3.5,132 W. Church St,0,0-WocGTpO3Zm4q1Zzz49Rw,Sushi Kame,Champaign,61820,127,40.1184,-88.2442,4,132 W Church St$*$ Champaign$*$ IL 61820,17317469,0,1
255615,255615,a42462,b1665,Merry-Ann's Diner,Champaign,61820,42,40.11813314,-88.24289991,3,1 E Main St,0,#NAME?,Merry Ann's Diner,Champaign,61820,136,40.1182,-88.2434,3.7,1 E Main St$*$ Champaign$*$ IL 61820,17317379,0,1
256010,256010,a42626,b1648,Bombay Indian Grill,Champaign,61820,80,40.110474,-88.233544,3.5,401 E Green St,0,E6QAh8UPRo6Tlg6hkcWCHw,Bombay Indian Grill,Champaign,61820,140,40.1102,-88.2334,3.8,403 E Green St$*$ Champaign$*$ IL 61820,17317233,0,1
256180,256180,a42746,b1697,Fiesta Cafe,Champaign,61820,53,40.1147989,-88.2384807,3.5,216 S 1st St,0,_a6jhRFIgOe74U73T5B-Ww,Fiesta Cafe,Champaign,61820,74,40.1151,-88.2385,3.6,216 S 1st St$*$ Champaign$*$ IL 61820,17317301,0,1
256499,256499,a43097,b1628,Murphy's Pub,Champaign,61820,100,40.11037991,-88.23018797,3.5,604 E Green St,0,mklo4H47YWK7f18YXTCEoA,Murphy's Pub,Champaign,61820,137,40.1104,-88.2303,4,604 E Green St$*$ Champaign$*$ IL 61820,17317388,0,1
256654,256654,a43198,b1633,Destihl Restaurant & Brew Works,Champaign,61820,387,40.11837952,-88.2437014,4,301 N Neil St,0,#NAME?,Destihl Restaurant & Brew Works,Champaign,61820,222,40.118377,-88.243698,3.9,301 N. Neil St.$*$ Champaign$*$ IL 61820,17317911,0,1
256786,256786,a43201,b1606,Seven Saints,Champaign,61820,244,40.11655588,-88.24201277,4,32 E Chester St,0,L2c-qKZWumCmOCR-dqBLrg,Seven Saints,Champaign,61820,483,40.116549,-88.242119,4.3,32 E Chester St$*$ Champaign$*$ IL 61820,17317789,0,1
257792,257792,a44154,b1615,Kofusion,Champaign,61820,229,40.11856662,-88.24323304,3.5,1 E Main St,0,NEVA0IYbawceL6kz5v5DAw,Kofusion,Champaign,61820,517,40.1182,-88.2434,4.1,1 E Main St$*$ Champaign$*$ IL 61820,17317351,0,1
258046,258046,a44491,b1623,Bacaro,Champaign,61820,142,40.11690698,-88.24260192,4,113 N Walnut St,0,jeTfL2kCyBtmFGSrSQHqVw,Bacaro,Champaign,61820,266,40.1167,-88.2427,4,113 N Walnut St$*$ Champaign$*$ IL 61820,17317216,0,1
259983,259983,a64429,b1602,Maize Mexican Grill,Champaign,61820,414,40.1104086,-88.2389546,4.5,60 E Green St,0,VIJ2KiDKhUVhhpNylEIfog,Maize Mexican Grill,Champaign,61820,253,40.110373,-88.238918,4.6,60 E Green St$*$ Champaign$*$ IL 61820,17317935,0,1
261901,261901,a74549,b1630,Cravings,Champaign,61820,129,40.11122037,-88.22906041,4,603 S Wright St,0,gnqHyA6gY2-m9S-FKt6Xqw,Cravings,Champaign,61820,130,40.1114,-88.2291,4,603 S Wright St$*$ Champaign$*$ IL 61820,17317268,0,1
262388,262388,a77047,b1609,Cactus Grill,Champaign,61820,45,40.0996476,-88.2447937,4,1405 S Neil St$*$ Ste C,0,Z7r_FJXEyfyvVsyv2y7gFQ,Cactus Grill,Champaign,61820,210,40.099715,-88.244508,4.3,1405 S Neil St$*$ Champaign$*$ IL 61820,17317696,0,1
263833,263833,a84267,b1602,Chipotle Mexican Grill,Champaign,61820,65,40.11037478,-88.23069222,3,528 E Green St$*$ Ste 101,0,kUICYu0N_TbtCz0Z8ynPFw,Maize Mexican Grill,Champaign,61820,253,40.110373,-88.238918,4.6,60 E Green St$*$ Champaign$*$ IL 61820,17317935,0,1
263847,263847,a84267,b1626,Chipotle Mexican Grill,Champaign,61820,65,40.11037478,-88.23069222,3,528 E Green St$*$ Ste 101,0,kUICYu0N_TbtCz0Z8ynPFw,Chipotle Mexican Grill,Champaign,61820,166,40.1104,-88.2316,4,528 E Green St$*$ Champaign$*$ IL 61820,17317260,0,1
264219,264219,a87506,b1674,Rainbow Garden,Champaign,61820,58,40.1004504,-88.2439462,3.5,1402 S Neil St,0,zswdqM8Av3KxVv9o7_6ORA,Rainbow Garden,Champaign,61820,92,40.0997,-88.2441,3.7,1402 S Neil St Ste 3$*$ Champaign$*$ IL 61820,17317432,0,1
264324,264324,a93273,b1687,Guido's Bar & Grill,Champaign,61820,95,40.1178627,-88.24330139,3,2 E Main St,0,F1qPjasn0R6-j8sa6iYNmA,Guido's Bar & Grill,Champaign,61820,98,40.118127,-88.243564,3.6,2 E Main St$*$ Champaign$*$ IL 61820,17317320,0,1
264385,264385,a94130,b1605,Cocomero,Champaign,61820,109,40.109995,-88.22911,4,709 S Wright St,0,dNch89PUCbxvhieKmWi8LQ,Cocomero,Champaign,61820,192,40.110139,-88.229138,4.4,709 S. Wright St.$*$ Champaign$*$ IL 61820,17317830,0,1
264777,264777,a95563,b1692,Great Harvest Bread Co,Champaign,61820,14,40.08771574,-88.24789421,4.5,2149 S Neil St,0,1YqkSk2xorNWPOoieIMApQ,Great Harvest Bread Co.,Champaign,61820,56,40.0889,-88.2463,3.6,2149 S Neil St$*$ Champaign$*$ IL 61820,17317315,0,1
265856,265856,a103021,b1636,Old Chicago,Champaign,61820,51,40.139794,-88.243786,3,1910 N Neil St,0,TEXUVhF-G_v2Sxwqti8HQA,Old Chicago Pasta & Pizza,Champaign,61820,159,40.139362,-88.243863,3.9,1910 N Neil St$*$ Champaign$*$ IL 61820,17317825,0,1
266176,266176,a103578,b1691,Noodles & Company,Champaign,61820,37,40.1105017,-88.2306324,3,528 E Green,0,yE4k_CM9L0yPVVozyELfSQ,Noodles & Co,Champaign,61820,78,40.1104,-88.2316,3.6,528 E Green St$*$ Champaign$*$ IL 61820,17317741,0,1
266214,266214,a103579,b1662,Sushi Rock,Champaign,61820,42,40.1100643,-88.229494,3,621 E Green St,0,24UHe1SZ4cgm6u6bU_L6xA,Sushi Rock,Champaign,61820,87,40.110191,-88.230047,3.8,621 E. Green St$*$ Champaign$*$ IL 61820,17317801,0,1
268072,268072,a134697,b1685,Big Grove Tavern,Champaign,61820,248,40.1183809,-88.2429963,3.5,1 E Main St$*$ Ste 101,0,dn9lwYUxmhs_mLKPu7L25Q,Big Grove Tavern,Champaign,61820,107,40.1182345,-88.2435423,3.6,1 Main St$*$ Champaign$*$ IL 61820,17317963,0,1
268547,268547,a136363,b1626,Chipotle Mexican Grill,Champaign,61820,32,40.1361978,-88.2599453,3.5,903 W Anthony Dr$*$ Ste A,0,JbWQtVLQDEOBlvbVWk2OFg,Chipotle Mexican Grill,Champaign,61820,166,40.1104,-88.2316,4,528 E Green St$*$ Champaign$*$ IL 61820,17317260,0,1
268834,268834,a21283,b383,131 Main,Cornelius,28031,201,35.4577917,-80.8680906,4,17830 Statesville Rd,0,rmP7AzV3SAeRWUzbNuqQ5A,131 Main,Charlotte,28031,452,35.4572665,-80.8682139,4.1,17830 N Statesville Road$*$ Cornelius$*$ NC 28031,17149747,0,1
269537,269537,a126098,b330,Pho Nam,Cornelius,28031,78,35.4596028,-80.8889727,4,18059 W Catawba Ave,0,MhGezUHeUM_0qMMPGLAlCg,Pho Nam,Charlotte,28031,272,35.4592617,-80.8885843,4.4,18059 W Catawba Avenue Suite 5$*$ NC 28031,17149793,0,1
269625,269625,a130757,b363,Alton's Kitchen & Cocktails,Cornelius,28031,99,35.479225,-80.893923,4,Jetton Village$*$ 19918 N Cove Rd,0,DrJ6xjGcQJfMllS19S527Q,Alton's Kitchen & Cocktails,Charlotte,28031,371,35.479336,-80.894254,4.2,19918 N Cove Road$*$ Cornelius$*$ NC 28031,17149910,0,1
270346,270346,a29585,b573,Bell' Italia Pizzeria,Phoenix,85048,91,33.3039011,-111.9784087,4.5,4909 E Chandler Blvd$*$ Ste 506,0,EgwGTDZ705TwudPJwAY0yQ,Bell' Italia Pizzeria,Phoenix,85048,200,33.305063,-111.978013,4.1,4909 E Chandler Blvd$*$ Phoenix$*$ AZ 85048,17025304,0,1
271373,271373,a105792,b547,Pei Wok,Phoenix,85048,26,33.3048555,-112.0124975,4,3233 E Chandler Blvd$*$ Ste 6,0,nQVPgOqVrNIWhY3F5kS79g,Pei Wok,Phoenix,85048,265,33.304963,-112.013609,4.2,3233 E Chandler Blvd STE #6A$*$ Phoenix$*$ AZ 85048,17028431,0,1
271916,271916,a127844,b525,Pomegranate Cafe,Phoenix,85048,550,33.30372373,-111.9945369,4,4025 E Chandler Blvd$*$ Ste 28,0,QsJ6orXv_VB7xz-MpqHzSQ,Pomegranate Cafe,Phoenix,85048,413,33.304959,-111.996392,4.3,4025 East Chandler Boulevard$*$ Ahwatukee$*$ Phoenix$*$ AZ 85048,17031909,0,1
272156,272156,a132111,b530,Mr Chao's Asia Bistro,Phoenix,85048,63,33.305945,-111.99117,4,4232 E Chandler Blvd$*$ Ste 4,0,lEtpTFWetCf6xnzeImLiHg,Mr. Chao's Asia Bistro,Phoenix,85048,329,33.305437,-111.992074,4.3,4232 E Chandler Blvd$*$ Phoenix$*$ AZ 85048,17028003,0,1
272758,272758,a72857,b470,Villa Dolce,Middleton,53562,61,43.09562399,-89.51174488,4,1828 Parmenter St,0,CbI4IFtWCNm4rLvWr0veEw,Villa Dolce,Madison,53562,207,43.0956,-89.5117,4,1828 Parmenter St$*$ Middleton$*$ WI 53562,17502892,0,1
272907,272907,a82252,b429,Hubbard Avenue Diner,Middleton,53562,188,43.0951779,-89.510672,3.5,7445 Hubbard Ave,0,Ol4QM1QI5GlK36t2sGC7KA,Hubbard Avenue Diner,Madison,53562,562,43.095,-89.5098,4.2,7445 Hubbard Ave$*$ Middleton$*$ WI 53562,17502848,0,1
273119,273119,a90658,b478,Louisianne's,Middleton,53562,82,43.095616,-89.511021,4,7464 Hubbard Ave,0,uKfOtfZ5R1JGm5sybZmi2w,Louisianne's Etc,Madison,53562,156,43.0954,-89.5103,4,7464 Hubbard Ave$*$ Middleton$*$ WI 53562,17502851,0,1
273410,273410,a124015,b480,Bloom Bake Shop,Middleton,53562,113,43.0958054,-89.511793,4.5,1834 Parmenter St,0,_q0ci_oTC-QccjFKVc6CeA,Bloom Bake Shop,Madison,53562,178,43.095575,-89.511657,4,1834 Parmenter Street$*$ Middleton$*$ WI 53562,17503486,0,1
274144,274144,a47563,b1528,Noodlehead,Pittsburgh,15206,615,40.457748,-79.925494,4.5,242 S Highland Ave,0,dLc1d1zwd1Teu2QED5TmlA,Noodlehead,Pittsburgh,15206,638,40.4577353,-79.9252929,4.4,242 S. Highland Ave.$*$ Pittsburgh$*$ PA 15206,17042883,0,1
274967,274967,a105360,b1547,Casbah,Pittsburgh,15206,292,40.458138,-79.924797,4,229 S Highland Ave,0,TFdLM8R_7Pf1xVeBNKl0hg,Casbah,Pittsburgh,15206,1272,40.458396,-79.924951,4.3,229 S Highland Ave$*$ Pittsburgh$*$ PA 15206,17036150,0,1
274982,274982,a107721,b1511,Smiling Banana Leaf,Pittsburgh,15206,360,40.4758881,-79.9195636,4,5901 Bryant St,0,e2ng0CQ69anIawqIKzhtlg,Smiling Banana Leaf,Pittsburgh,15206,1223,40.475768,-79.919678,4.6,5901 Bryant St$*$ Pittsburgh$*$ PA 15206,17041212,0,1
275053,275053,a115144,b1505,Point Brugge Caf,Pittsburgh,15206,462,40.4500419,-79.9139009,4.5,401 Hastings St,0,xcmmTXhuMx2fZF2Bt69F4w,Point Brugge Cafe,Pittsburgh,15206,2253,40.450001,-79.91387,4.8,401 Hastings St$*$ Pittsburgh$*$ PA 15206,17037197,0,1
275352,275352,a136028,b1572,Pizza Perfectta,Pittsburgh,15206,85,40.4572561,-79.9253542,4,258 S Highland Ave,0,o47aY911-1rK9tHeXOWxFg,Pizza Perfectta,Pittsburgh,15206,546,40.458051,-79.925336,4.3,258 S Highland Ave$*$ Pittsburgh$*$ PA 15206,17037178,0,1
275391,275391,a143157,b1519,Park Bruges,Pittsburgh,15206,221,40.4761766,-79.9205243,4,5801 Bryant St,0,XItYW5ul3OW_AqpT2nDbBQ,Park Bruges,Pittsburgh,15206,905,40.476124,-79.920636,4.5,5801 Bryant St$*$ Pittsburgh$*$ PA 15206,17042177,0,1
275662,275662,a138432,b567,Sala Thai,Phoenix,85028,252,33.5856509,-112.0137434,4,10880 N 32nd St$*$ Ste 29,0,5DT2qxCkXxUKW7z_4kOXmA,Sala Thai,Phoenix,85028,271,33.585753,-112.013264,4.1,10880 N 32nd St$*$ Phoenix$*$ AZ 85028,17029031,0,1
276006,276006,a101593,b3570,Shinto Japanese Steakhouse & Sushi Bar,Strongsville,44136,128,41.293935,-81.835899,3.5,17070 Pearl Rd,0,2ALi7ZYvil-BAXFa3CMUyA,Shinto Japanese Steakhouse & Sushi Bar,Cleveland,44136,471,41.293781,-81.835382,4.2,17070 Pearl Rd$*$ Strongsville$*$ OH 44136,16962745,0,1
276467,276467,a53120,b1586,Central Diner & Grille,Pittsburgh,15205,314,40.4486993,-80.15681107,4,6408 Steubenville Pike,0,i39--wZD6L9hm9Lg90Uziw,Central Diner & Grille,Pittsburgh,15205,804,40.4487,-80.157009,4.2,6408 Steubenville Pike$*$ Pittsburgh$*$ PA 15205,17042702,0,1
